312;naval_base_spawn;1442.99;9.40;1123.57;-3.26;3239
313;arms_factory;1396.00;9.88;1143.00;5.25;0
313;arms_factory;1398.00;9.95;1152.00;4.30;0
313;industrial_complex;1405.00;10.20;1156.00;2.75;0
313;industrial_complex;1402.00;9.90;1142.00;4.30;0
313;anti_air_building;1387.00;9.70;1155.00;2.31;0
313;anti_air_building;1399.00;10.00;1152.00;4.97;0
317;arms_factory;1487.00;9.95;1095.00;4.30;0
317;bunker;1490.00;9.73;1091.00;4.37;0
331;arms_factory;1930.00;9.70;1740.00;5.99;0
331;industrial_complex;1912.00;9.70;1748.00;0.82;0
331;naval_base_spawn;1903.00;9.50;1735.00;-2.09;2768
331;coastal_bunker;1923.00;9.53;1768.00;-3.98;0
331;synthetic_refinery;1911.00;10.15;1736.00;2.00;0
332;arms_factory;1822.00;10.80;1894.00;3.93;0
332;arms_factory;1851.00;9.70;1864.00;0.31;0
332;arms_factory;1798.00;11.03;1818.00;2.38;0
332;industrial_complex;1829.00;10.63;1851.00;0.82;0
332;industrial_complex;1902.00;10.40;1836.00;3.49;0
332;naval_base_spawn;1871.00;9.50;1851.00;-4.38;5928
332;naval_base_spawn;1814.00;9.50;1941.00;-2.88;5928
332;bunker;1826.00;9.70;1835.00;0.38;0
332;coastal_bunker;1875.00;9.50;1848.00;-4.38;0
332;coastal_bunker;1844.00;9.50;1877.00;1.57;0
332;dockyard;1843.00;9.50;1904.00;1.57;0
332;anti_air_building;1837.00;9.88;1896.00;0.89;0
332;anti_air_building;1850.00;9.70;1866.00;2.10;0
332;anti_air_building;1869.00;10.25;1849.00;5.11;0
332;nuclear_reactor_spawn;1826.00;9.80;1923.00;2.00;0
357;industrial_complex;1735.00;10.93;1666.00;4.74;0
357;industrial_complex;1724.00;10.90;1665.00;1.63;0
357;air_base;1719.00;11.07;1662.00;5.86;0
357;bunker;1746.00;10.00;1678.00;0.60;0
357;bunker;1694.00;10.95;1619.00;2.31;0
357;bunker;1675.00;12.15;1624.00;3.86;0
357;bunker;1701.00;9.78;1609.00;2.31;0
357;bunker;1727.00;10.90;1672.00;0.15;0
357;bunker;1665.00;10.35;1610.00;1.36;0
357;bunker;1691.00;10.82;1636.00;1.87;0
357;bunker;1716.00;11.25;1663.00;2.38;0
357;bunker;1667.00;10.65;1630.00;5.05;0
357;coastal_bunker;1715.00;9.50;1617.00;0.93;0
357;dockyard;1711.00;9.50;1615.00;0.93;0
358;arms_factory;1643.00;12.53;1611.00;1.12;0
358;industrial_complex;1629.00;11.07;1623.00;1.13;0
358;industrial_complex;1658.00;10.75;1630.00;5.86;0
358;industrial_complex;1638.00;12.18;1619.00;3.69;0
358;air_base;1636.00;12.90;1614.00;4.91;0
358;bunker;1652.00;11.40;1609.00;1.29;0
358;bunker;1637.00;12.35;1621.00;2.15;0
358;bunker;1633.00;12.13;1628.00;1.19;0
358;bunker;1644.00;11.65;1608.00;0.60;0
358;bunker;1648.00;10.88;1633.00;1.80;0
358;bunker;1657.00;10.38;1620.00;0.75;0
358;bunker;1658.00;10.50;1633.00;4.44;0
358;anti_air_building;1638.00;12.00;1611.00;2.98;0
358;anti_air_building;1648.00;10.80;1636.00;0.82;0
358;anti_air_building;1648.00;11.85;1609.00;3.49;0
360;industrial_complex;1554.00;10.20;1580.00;5.86;0
360;bunker;1556.00;10.40;1581.00;5.93;0
360;bunker;1571.00;10.75;1579.00;5.05;0
360;nuclear_reactor_spawn;1570.00;10.70;1579.00;2.54;0
364;bunker;1541.00;9.80;1440.00;0.76;0
364;anti_air_building;1539.00;9.90;1451.00;4.54;0
365;arms_factory;1503.00;10.60;1433.00;4.30;0
365;industrial_complex;1486.00;11.18;1439.00;1.19;0
365;industrial_complex;1488.00;10.48;1429.00;3.86;0
365;industrial_complex;1492.00;10.00;1415.00;1.80;0
365;bunker;1508.00;10.25;1421.00;4.37;0
365;bunker;1501.00;9.82;1415.00;0.15;0
365;bunker;1492.00;11.48;1437.00;1.36;0
365;bunker;1515.00;10.32;1431.00;4.38;0
365;bunker;1507.00;10.60;1440.00;4.88;0
365;bunker;1480.00;10.07;1423.00;5.99;0
365;bunker;1483.00;9.98;1423.00;3.93;0
365;bunker;1488.00;10.00;1422.00;0.31;0
365;bunker;1504.00;9.82;1421.00;4.54;0
365;anti_air_building;1491.00;11.50;1447.00;2.98;0
365;anti_air_building;1511.00;10.40;1424.00;0.82;0
366;arms_factory;1538.00;9.70;1346.00;3.35;0
366;arms_factory;1536.00;9.70;1336.00;0.08;0
366;industrial_complex;1529.00;9.70;1347.00;0.60;0
366;naval_base_spawn;1543.00;9.60;1344.00;-4.57;6422
366;naval_base_spawn;1534.97;9.50;1369.43;1.86;8135
366;naval_base_spawn;1546.00;9.55;1334.00;-4.47;7910
366;bunker;1529.00;9.70;1368.00;5.05;0
366;bunker;1533.00;9.70;1338.00;5.05;0
366;bunker;1529.00;9.70;1353.00;1.94;0
366;coastal_bunker;1535.00;9.68;1365.00;-4.39;0
366;coastal_bunker;1537.00;9.55;1360.00;-4.47;0
366;anti_air_building;1527.00;9.70;1349.00;5.63;0
367;arms_factory;1439.00;10.30;1413.00;5.42;0
367;arms_factory;1454.00;10.55;1442.00;3.86;0
367;industrial_complex;1460.00;10.40;1425.00;0.60;0
367;industrial_complex;1453.00;11.00;1448.00;1.80;0
367;industrial_complex;1443.00;10.40;1425.00;2.31;0
367;industrial_complex;1449.00;10.40;1429.00;3.86;0
367;industrial_complex;1444.00;10.55;1435.00;0.25;0
367;bunker;1471.00;10.80;1432.00;1.36;0
367;bunker;1446.00;10.40;1430.00;0.76;0
367;bunker;1452.00;10.50;1437.00;4.88;0
367;bunker;1441.00;10.45;1429.00;2.82;0
367;bunker;1454.00;10.50;1444.00;0.31;0
367;bunker;1446.00;10.60;1438.00;2.38;0
370;arms_factory;1402.00;10.35;1423.00;1.80;0
370;arms_factory;1387.00;9.82;1429.00;3.86;0
370;industrial_complex;1415.00;10.55;1446.00;0.75;0
370;air_base;1425.00;9.90;1449.00;0.76;0
370;bunker;1424.00;10.30;1436.00;5.99;0
370;bunker;1409.00;10.30;1434.00;1.27;0
370;bunker;1409.00;10.63;1440.00;3.93;0
370;bunker;1409.00;10.30;1430.00;4.54;0
370;bunker;1389.00;10.03;1433.00;2.98;0
370;anti_air_building;1415.00;10.40;1415.00;1.94;0
370;nuclear_reactor_spawn;1406.00;10.30;1427.00;0.38;0
371;arms_factory;1370.00;10.30;1408.00;3.86;0
371;arms_factory;1348.00;10.32;1413.00;0.25;0
371;arms_factory;1346.00;10.30;1411.00;4.37;0
371;arms_factory;1358.00;10.30;1403.00;0.75;0
371;bunker;1354.00;10.30;1407.00;4.44;0
371;bunker;1361.00;10.30;1398.00;1.43;0
371;bunker;1382.00;10.30;1399.00;0.82;0
371;bunker;1343.00;10.30;1401.00;2.89;0
372;arms_factory;1368.00;10.57;1458.00;4.37;0
372;arms_factory;1383.00;10.30;1457.00;0.75;0
372;bunker;1371.00;10.78;1471.00;1.27;0
372;bunker;1348.00;13.00;1470.00;5.05;0
372;bunker;1345.00;11.63;1474.00;2.98;0
372;bunker;1363.00;10.68;1459.00;3.49;0
372;synthetic_refinery;1377.00;10.45;1459.00;3.50;0
373;arms_factory;1382.00;10.85;1519.00;4.37;0
373;arms_factory;1353.00;11.03;1533.00;0.75;0
373;arms_factory;1351.00;10.73;1537.00;0.15;0
373;arms_factory;1362.00;11.45;1529.00;4.38;0
373;industrial_complex;1376.00;10.43;1525.00;0.76;0
373;industrial_complex;1372.00;11.70;1533.00;4.88;0
373;industrial_complex;1344.00;11.23;1544.00;2.82;0
373;industrial_complex;1358.00;10.90;1549.00;1.87;0
373;bunker;1349.00;11.48;1546.00;0.31;0
373;bunker;1344.00;10.55;1527.00;2.98;0
373;bunker;1366.00;11.65;1533.00;3.49;0
373;bunker;1382.00;10.80;1523.00;1.94;0
373;bunker;1363.00;10.78;1550.00;3.50;0
373;bunker;1344.00;10.65;1529.00;1.34;0
373;anti_air_building;1351.00;10.75;1526.00;4.61;0
374;industrial_complex;1253.00;11.07;1484.00;1.27;0
374;air_base;1278.00;10.40;1484.00;3.93;0
374;bunker;1304.00;12.65;1485.00;2.38;0
374;bunker;1286.00;10.30;1481.00;1.43;0
374;bunker;1319.00;12.20;1485.00;1.94;0
375;arms_factory;1287.00;10.48;1388.00;4.38;0
375;arms_factory;1231.00;11.45;1442.00;0.76;0
375;arms_factory;1305.00;10.40;1396.00;6.09;0
375;arms_factory;1200.00;12.70;1431.00;2.82;0
375;industrial_complex;1250.00;10.68;1434.00;5.99;0
375;industrial_complex;1300.00;10.40;1389.00;1.27;0
375;industrial_complex;1318.00;10.40;1426.00;3.93;0
375;bunker;1200.00;13.03;1473.00;5.55;0
375;bunker;1201.00;12.70;1433.00;1.94;0
375;bunker;1219.00;12.30;1441.00;3.50;0
375;bunker;1302.00;10.40;1396.00;1.34;0
375;bunker;1291.00;10.63;1425.00;2.54;0
375;bunker;1250.00;10.80;1391.00;0.38;0
375;bunker;1228.00;11.95;1442.00;1.94;0
375;bunker;1288.00;10.05;1414.00;5.11;0
375;bunker;1254.00;11.00;1384.00;5.62;0
375;bunker;1266.00;10.57;1349.00;6.23;0
375;bunker;1317.00;10.40;1427.00;2.61;0
375;bunker;1330.00;9.80;1413.00;5.63;0
375;bunker;1243.00;10.85;1423.00;2.01;0
375;bunker;1307.00;10.40;1400.00;4.67;0
375;bunker;1262.00;10.48;1427.00;1.06;0
375;bunker;1276.00;10.32;1339.00;5.28;0
375;bunker;1306.00;10.40;1393.00;3.12;0
375;bunker;1277.00;10.40;1395.00;4.68;0
375;bunker;1257.00;10.75;1411.00;1.06;0
375;bunker;1230.00;12.28;1475.00;4.59;0
375;bunker;1234.00;11.30;1391.00;0.01;0
375;bunker;1281.00;10.80;1380.00;1.57;0
375;bunker;1260.00;10.88;1380.00;4.24;0
375;bunker;1243.00;11.15;1454.00;0.02;0
375;bunker;1224.00;11.50;1410.00;2.68;0
375;bunker;1280.00;10.68;1365.00;5.35;0
375;bunker;1276.00;10.30;1422.00;2.09;0
375;bunker;1306.00;9.90;1415.00;1.13;0
375;anti_air_building;1204.00;12.10;1406.00;2.25;0
375;anti_air_building;1301.00;9.90;1417.00;2.75;0
376;arms_factory;1145.00;15.23;1448.00;6.09;0
376;industrial_complex;1161.00;17.15;1469.00;1.27;0
376;industrial_complex;1114.00;14.70;1470.00;3.93;0
376;industrial_complex;1105.00;16.25;1471.00;0.31;0
376;bunker;1107.00;15.90;1433.00;5.05;0
376;bunker;1159.00;16.93;1481.00;1.43;0
376;bunker;1119.00;15.20;1475.00;3.49;0
376;bunker;1120.00;16.77;1456.00;5.05;0
376;bunker;1164.00;14.70;1459.00;5.55;0
376;bunker;1181.00;15.10;1485.00;1.34;0
376;bunker;1137.00;16.35;1470.00;2.54;0
376;bunker;1148.00;15.45;1454.00;0.38;0
376;anti_air_building;1164.00;14.80;1444.00;5.11;0
377;arms_factory;1067.00;13.48;1439.00;2.82;0
377;arms_factory;1086.00;13.98;1427.00;5.49;0
377;arms_factory;1095.00;16.50;1438.00;1.87;0
377;arms_factory;1072.00;15.60;1459.00;5.99;0
377;industrial_complex;1050.00;15.43;1460.00;4.44;0
377;industrial_complex;1034.00;14.88;1472.00;2.38;0
377;industrial_complex;1031.00;11.35;1444.00;1.43;0
377;air_base;1095.00;15.13;1476.00;2.98;0
377;bunker;1097.00;15.63;1465.00;0.82;0
377;bunker;1020.00;10.88;1456.00;5.05;0
377;bunker;1063.00;16.20;1478.00;2.89;0
377;bunker;1029.00;13.40;1469.00;3.50;0
377;bunker;1093.00;14.80;1448.00;1.34;0
377;bunker;1037.00;11.85;1441.00;1.94;0
377;bunker;1089.00;15.68;1440.00;2.45;0
377;bunker;1048.00;15.88;1462.00;5.11;0
377;anti_air_building;1096.00;14.98;1476.00;3.05;0
377;nuclear_reactor_spawn;1089.00;15.07;1456.00;1.50;0
378;arms_factory;920.00;9.85;1508.00;1.87;0
378;arms_factory;914.00;9.68;1511.00;1.27;0
378;arms_factory;924.00;14.68;1542.00;3.93;0
378;arms_factory;920.00;11.13;1519.00;0.31;0
378;arms_factory;912.00;11.88;1534.00;4.44;0
378;industrial_complex;936.00;14.75;1506.00;4.54;0
378;industrial_complex;1010.00;12.68;1454.00;5.05;0
378;industrial_complex;914.00;10.53;1524.00;2.98;0
378;air_base;958.00;16.58;1475.00;3.49;0
378;naval_base_spawn;911.00;9.50;1508.00;-0.29;5504
378;bunker;877.00;12.10;1574.00;3.56;0
378;bunker;928.00;9.70;1488.00;6.23;0
378;bunker;988.00;11.45;1449.00;2.61;0
378;bunker;907.00;11.53;1541.00;5.63;0
378;bunker;927.00;11.30;1507.00;2.01;0
378;bunker;1004.00;12.57;1452.00;1.06;0
378;bunker;921.00;15.00;1579.00;5.28;0
378;bunker;937.00;9.80;1484.00;3.12;0
378;bunker;977.00;12.90;1457.00;1.06;0
378;bunker;909.00;15.30;1568.00;3.73;0
378;bunker;928.00;14.98;1537.00;3.63;0
378;bunker;957.00;15.95;1494.00;1.57;0
378;bunker;979.00;12.23;1465.00;4.24;0
378;bunker;904.00;9.82;1519.00;3.29;0
378;bunker;889.00;12.80;1570.00;0.02;0
378;bunker;899.00;9.85;1533.00;2.68;0
378;bunker;896.00;11.93;1552.00;4.75;0
378;bunker;925.00;11.82;1513.00;1.73;0
378;bunker;921.00;14.80;1564.00;2.24;0
378;bunker;926.00;9.90;1491.00;0.18;0
378;bunker;920.00;9.90;1509.00;4.30;0
378;bunker;911.00;11.88;1535.00;2.14;0
378;bunker;913.00;10.63;1527.00;1.80;0
378;bunker;970.00;13.85;1490.00;4.37;0
378;bunker;900.00;13.98;1578.00;4.98;0
378;coastal_bunker;913.00;9.50;1505.00;-1.85;0
378;coastal_bunker;912.00;9.50;1508.00;-0.29;0
378;anti_air_building;981.00;12.23;1464.00;5.66;0
378;anti_air_building;940.00;9.80;1482.00;3.50;0
379;arms_factory;983.00;14.53;1550.00;1.27;0
379;arms_factory;994.00;15.07;1550.00;0.31;0
379;arms_factory;937.00;15.13;1567.00;4.44;0
379;arms_factory;947.00;15.35;1567.00;2.38;0
379;industrial_complex;972.00;15.32;1570.00;5.05;0
379;industrial_complex;1014.00;15.63;1575.00;1.43;0
379;industrial_complex;982.00;14.75;1570.00;2.98;0
379;industrial_complex;965.00;14.15;1545.00;0.82;0
379;industrial_complex;1019.00;16.60;1527.00;3.49;0
379;industrial_complex;962.00;13.75;1562.00;5.05;0
379;air_base;1017.00;15.45;1553.00;2.89;0
379;bunker;1002.00;16.20;1571.00;3.50;0
379;bunker;971.00;15.15;1569.00;2.54;0
379;bunker;1012.00;16.30;1543.00;0.38;0
379;bunker;940.00;14.98;1575.00;2.45;0
379;bunker;985.00;15.20;1545.00;5.11;0
379;anti_air_building;981.00;15.13;1543.00;5.12;0
379;anti_air_building;992.00;15.40;1543.00;5.62;0
379;synthetic_refinery;1017.00;16.15;1539.00;5.72;0
379;nuclear_reactor_spawn;1001.00;15.90;1540.00;6.23;0
380;arms_factory;1034.00;12.43;1549.00;4.44;0
380;arms_factory;1028.00;13.15;1563.00;2.38;0
380;arms_factory;1050.00;10.65;1552.00;5.05;0
380;industrial_complex;1102.00;15.93;1558.00;2.98;0
380;industrial_complex;1051.00;9.50;1574.00;5.05;0
380;bunker;1051.00;14.93;1530.00;1.34;0
380;bunker;1068.00;13.32;1569.00;2.54;0
380;bunker;1069.00;18.73;1532.00;4.61;0
380;bunker;1063.00;9.88;1556.00;2.45;0
380;bunker;1085.00;16.65;1541.00;5.11;0
380;bunker;1031.00;12.20;1560.00;3.05;0
380;anti_air_building;1071.00;16.85;1540.00;5.72;0
380;synthetic_refinery;1051.00;9.98;1578.00;3.56;0
381;arms_factory;1132.00;14.25;1611.00;1.43;0
381;industrial_complex;1142.00;13.55;1610.00;3.49;0
381;industrial_complex;1134.00;14.90;1610.00;5.55;0
381;bunker;1143.00;13.45;1610.00;0.38;0
381;bunker;1124.00;14.23;1606.00;1.94;0
381;bunker;1166.00;13.15;1626.00;0.39;0
381;bunker;1101.00;15.57;1626.00;3.05;0
381;bunker;1152.00;13.60;1625.00;0.89;0
381;bunker;1139.00;14.75;1620.00;1.50;0
381;anti_air_building;1082.00;17.40;1604.00;5.72;0
381;anti_air_building;1103.00;14.80;1625.00;3.56;0
381;anti_air_building;1087.00;16.83;1619.00;6.23;0
381;synthetic_refinery;1078.00;16.83;1604.00;2.61;0
381;nuclear_reactor_spawn;1082.00;16.88;1619.00;2.01;0
382;arms_factory;1131.00;17.27;1544.00;3.49;0
382;arms_factory;1119.00;16.35;1533.00;5.05;0
382;industrial_complex;1106.00;15.75;1554.00;5.55;0
382;industrial_complex;1199.00;12.82;1559.00;1.94;0
382;bunker;1150.00;17.40;1545.00;1.94;0
382;bunker;1190.00;13.15;1554.00;2.45;0
382;bunker;1136.00;17.00;1557.00;0.39;0
382;bunker;1185.00;13.43;1542.00;0.99;0
382;bunker;1113.00;15.48;1545.00;5.12;0
382;bunker;1207.00;13.38;1535.00;5.62;0
382;bunker;1146.00;17.05;1542.00;2.61;0
382;bunker;1196.00;13.20;1545.00;2.01;0
382;anti_air_building;1207.00;13.48;1532.00;4.07;0
383;industrial_complex;1248.00;11.35;1540.00;1.34;0
383;industrial_complex;1277.00;10.60;1530.00;1.94;0
383;air_base;1285.00;10.63;1533.00;4.61;0
383;bunker;1316.00;10.35;1539.00;2.45;0
383;bunker;1295.00;10.50;1533.00;3.56;0
383;bunker;1218.00;12.90;1535.00;6.23;0
383;synthetic_refinery;1272.00;10.70;1532.00;5.28;0
383;nuclear_reactor_spawn;1225.00;12.55;1534.00;4.68;0
384;arms_factory;1236.00;12.00;1588.00;3.49;0
384;industrial_complex;1253.00;11.40;1591.00;2.45;0
387;arms_factory;995.00;14.68;1646.00;1.34;0
387;arms_factory;1002.00;13.80;1662.00;4.61;0
387;arms_factory;1007.00;17.80;1624.00;2.45;0
387;industrial_complex;1062.00;17.15;1627.00;0.39;0
387;industrial_complex;987.00;13.00;1701.00;0.89;0
387;air_base;1022.00;17.08;1641.00;1.50;0
387;bunker;1011.00;16.65;1645.00;3.56;0
387;bunker;1001.00;15.93;1640.00;2.61;0
387;bunker;998.00;13.85;1688.00;2.01;0
387;bunker;991.00;12.15;1715.00;4.67;0
387;bunker;994.00;12.23;1653.00;1.06;0
387;bunker;990.00;14.93;1634.00;5.28;0
387;anti_air_building;989.00;12.88;1674.00;3.73;0
387;anti_air_building;1005.00;14.25;1675.00;1.56;0
387;synthetic_refinery;1041.00;17.38;1622.00;4.59;0
387;nuclear_reactor_spawn;999.00;13.78;1682.00;3.63;0
388;arms_factory;1057.00;12.85;1707.00;0.38;0
388;arms_factory;1111.00;12.35;1685.00;4.61;0
388;arms_factory;1125.00;11.68;1700.00;2.45;0
388;arms_factory;1133.00;12.20;1704.00;5.11;0
388;industrial_complex;1053.00;15.82;1673.00;0.89;0
388;industrial_complex;1130.00;11.50;1689.00;0.99;0
388;industrial_complex;1082.00;12.80;1708.00;1.50;0
388;industrial_complex;1114.00;12.50;1709.00;5.62;0
388;bunker;1054.00;12.80;1717.00;2.61;0
388;bunker;1040.00;15.30;1694.00;4.67;0
388;bunker;1119.00;12.40;1716.00;1.06;0
388;bunker;1041.00;14.85;1674.00;4.07;0
388;bunker;1116.00;11.98;1687.00;4.68;0
388;bunker;1162.00;12.23;1684.00;1.06;0
388;bunker;1157.00;12.28;1706.00;3.73;0
388;bunker;1085.00;13.28;1709.00;4.59;0
388;bunker;1061.00;14.18;1674.00;3.63;0
388;bunker;1119.00;12.50;1704.00;4.24;0
388;bunker;1072.00;12.80;1706.00;0.02;0
388;synthetic_refinery;1171.00;12.50;1709.00;4.75;0
388;nuclear_reactor_spawn;1027.00;13.05;1694.00;3.80;0
389;arms_factory;1184.00;12.13;1703.00;3.05;0
389;industrial_complex;1201.00;11.00;1716.00;3.56;0
389;air_base;1184.00;11.60;1710.00;6.23;0
389;bunker;1221.00;10.78;1708.00;2.01;0
389;bunker;1281.00;10.25;1711.00;1.06;0
389;bunker;1240.00;11.23;1698.00;4.68;0
389;bunker;1251.00;10.80;1707.00;1.06;0
389;anti_air_building;1287.00;10.10;1715.00;5.79;0
389;anti_air_building;1276.00;10.65;1705.00;3.63;0
390;industrial_complex;1260.00;10.70;1645.00;3.56;0
390;air_base;1258.00;10.80;1642.00;5.63;0
390;bunker;1188.00;12.20;1649.00;4.67;0
390;bunker;1295.00;10.93;1636.00;1.06;0
390;bunker;1282.00;10.63;1655.00;1.06;0
390;bunker;1265.00;10.70;1650.00;1.56;0
390;anti_air_building;1227.00;11.20;1642.00;3.63;0
390;anti_air_building;1269.00;10.60;1652.00;1.57;0
390;nuclear_reactor_spawn;1243.00;10.90;1650.00;3.29;0
391;arms_factory;1310.00;10.73;1678.00;3.05;0
391;arms_factory;1321.00;11.30;1683.00;0.99;0
391;arms_factory;1340.00;10.50;1673.00;5.12;0
391;arms_factory;1334.00;10.50;1675.00;1.50;0
391;arms_factory;1332.00;10.40;1663.00;5.62;0
391;industrial_complex;1349.00;11.07;1664.00;2.61;0
391;bunker;1316.00;10.60;1656.00;4.07;0
391;bunker;1326.00;11.00;1700.00;3.12;0
391;bunker;1315.00;10.60;1670.00;4.68;0
391;bunker;1322.00;11.00;1724.00;1.06;0
391;bunker;1359.00;10.40;1670.00;4.59;0
391;bunker;1363.00;11.20;1700.00;0.01;0
391;bunker;1330.00;11.15;1683.00;2.08;0
391;bunker;1355.00;11.25;1689.00;0.02;0
391;bunker;1335.00;10.50;1664.00;2.09;0
392;arms_factory;1317.00;11.07;1606.00;5.12;0
392;industrial_complex;1332.00;11.30;1595.00;1.06;0
392;bunker;1346.00;10.40;1595.00;3.12;0
392;bunker;1365.00;10.32;1603.00;2.08;0
392;bunker;1330.00;11.48;1600.00;0.02;0
392;bunker;1319.00;10.60;1600.00;2.68;0
392;synthetic_refinery;1368.00;10.45;1604.00;1.13;0
392;nuclear_reactor_spawn;1318.00;10.93;1603.00;0.53;0
393;arms_factory;1471.00;9.75;1662.00;6.23;0
393;industrial_complex;1487.00;9.70;1660.00;1.06;0
393;bunker;1475.00;9.65;1643.00;4.68;0
393;bunker;1487.00;10.68;1620.00;1.06;0
393;bunker;1499.00;10.60;1627.00;0.01;0
393;bunker;1464.00;9.80;1660.00;0.02;0
393;bunker;1479.00;10.90;1618.00;2.68;0
393;bunker;1470.00;9.70;1669.00;5.35;0
393;bunker;1469.00;10.80;1619.00;0.53;0
393;bunker;1467.00;9.50;1638.00;1.73;0
393;anti_air_building;1491.00;10.60;1621.00;4.30;0
393;synthetic_refinery;1482.00;10.95;1624.00;2.25;0
394;arms_factory;1400.00;11.30;1646.00;3.56;0
394;arms_factory;1428.00;10.48;1652.00;2.61;0
394;industrial_complex;1405.00;11.07;1659.00;4.07;0
394;industrial_complex;1432.00;9.98;1638.00;4.68;0
394;air_base;1426.00;10.45;1649.00;1.06;0
394;bunker;1380.00;10.98;1668.00;3.73;0
394;bunker;1421.00;10.75;1657.00;1.56;0
394;bunker;1430.00;9.98;1633.00;4.24;0
394;bunker;1413.00;11.00;1635.00;3.29;0
394;bunker;1402.00;11.10;1641.00;2.68;0
394;bunker;1430.00;10.30;1651.00;5.35;0
394;bunker;1400.00;11.20;1652.00;4.75;0
394;anti_air_building;1394.00;11.30;1663.00;1.73;0
394;anti_air_building;1420.00;10.80;1655.00;5.86;0
394;nuclear_reactor_spawn;1418.00;10.80;1635.00;4.30;0
395;arms_factory;1409.00;10.10;1575.00;2.01;0
395;arms_factory;1404.00;10.10;1566.00;4.67;0
395;industrial_complex;1410.00;10.57;1535.00;4.07;0
395;industrial_complex;1415.00;10.00;1551.00;5.28;0
395;industrial_complex;1420.00;10.10;1561.00;4.68;0
395;industrial_complex;1391.00;10.03;1566.00;1.06;0
395;air_base;1421.00;10.00;1543.00;1.56;0
395;bunker;1422.00;10.28;1573.00;3.63;0
395;bunker;1413.00;10.15;1580.00;1.57;0
395;bunker;1402.00;11.50;1583.00;4.24;0
395;bunker;1423.00;10.00;1548.00;1.13;0
395;bunker;1416.00;10.35;1580.00;3.80;0
395;bunker;1430.00;10.73;1566.00;0.53;0
395;bunker;1419.00;10.10;1555.00;1.73;0
395;bunker;1410.00;9.90;1548.00;5.86;0
395;bunker;1436.00;10.15;1577.00;2.14;0
395;bunker;1408.00;9.90;1556.00;2.25;0
395;anti_air_building;1418.00;10.55;1588.00;2.75;0
396;arms_factory;1475.00;10.70;1562.00;1.06;0
396;arms_factory;1443.00;10.63;1563.00;4.07;0
396;arms_factory;1448.00;10.05;1556.00;5.28;0
396;industrial_complex;1451.00;9.93;1573.00;3.12;0
396;industrial_complex;1466.00;10.70;1572.00;1.06;0
396;industrial_complex;1468.00;10.70;1561.00;1.56;0
396;industrial_complex;1475.00;10.80;1572.00;4.59;0
396;bunker;1464.00;10.15;1565.00;0.01;0
396;bunker;1445.00;10.25;1562.00;2.08;0
396;bunker;1470.00;10.70;1566.00;2.68;0
396;bunker;1445.00;10.53;1544.00;5.35;0
396;bunker;1443.00;10.53;1568.00;0.53;0
396;bunker;1453.00;9.88;1574.00;5.86;0
396;bunker;1470.00;10.78;1573.00;2.24;0
396;anti_air_building;1451.00;10.50;1548.00;4.30;0
465;arms_factory;1773.00;11.68;1688.00;3.27;0
465;naval_base_spawn;1779.78;9.50;1694.75;-4.43;8566
465;bunker;1770.00;11.15;1697.00;1.88;0
465;coastal_bunker;1772.00;10.18;1698.00;-3.93;0
465;nuclear_reactor_spawn;1764.00;11.85;1691.00;6.07;0
467;arms_factory;1285.00;10.03;1773.00;5.93;0
467;arms_factory;1229.00;11.25;1764.00;2.32;0
